gender,ethnicity,birth,stark,star1,star2,star3,readk,read1,read2,read3,mathk,math1,math2,math3,lunchk,lunch1,lunch2,lunch3,schoolk,school1,school2,school3,degreek,degree1,degree2,degree3,ladderk,ladder1,ladder2,ladder3,experiencek,experience1,experience2,experience3,tethnicityk,tethnicity1,tethnicity2,tethnicity3,systemk,system1,system2,system3,schoolidk,schoolid1,schoolid2,schoolid3
male,afam,1980 Q3,NA,NA,small,small,NA,NA,560,606,NA,NA,535,608,NA,NA,non-free,non-free,NA,NA,suburban,suburban,NA,NA,bachelor,master,NA,NA,level1,level1,NA,NA,7,9,NA,NA,afam,cauc,NA,NA,11,11,NA,NA,20,20
female,cauc,1980 Q2,regular+aide,regular+aide,regular+aide,regular+aide,413,509,552,572,429,493,536,574,free,free,free,free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,apprentice,notladder,probation,15,2,19,0,cauc,cauc,cauc,cauc,19,19,19,19,47,47,47,47
male,afam,1980 Q2,small,small,small,small,450,492,549,639,520,523,546,631,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,master,level1,probation,probation,level1,6,0,1,14,cauc,afam,cauc,afam,11,11,11,11,31,31,31,31
female,cauc,1979 Q4,regular+aide,regular+aide,regular+aide,regular+aide,414,527,591,631,473,567,593,634,free,free,free,free,urban,urban,urban,urban,master,master,master,master,level1,level1,level1,level1,12,14,18,36,cauc,cauc,cauc,cauc,7,7,7,7,10,10,10,10
female,cauc,1979 Q4,NA,small,small,small,NA,533,518,NA,NA,535,497,NA,NA,free,non-free,non-free,NA,rural,rural,suburban,NA,master,master,master,NA,level1,level1,level1,NA,11,18,17,NA,cauc,cauc,cauc,NA,12,12,12,NA,35,35,36
female,cauc,1978 Q4,NA,regular,regular,regular,NA,521,604,610,NA,542,674,634,NA,NA,NA,free,NA,urban,urban,urban,NA,bachelor,bachelor,bachelor,NA,level1,level1,probation,NA,17,28,1,NA,NA,cauc,cauc,NA,20,20,20,NA,48,48,48
male,cauc,1979 Q4,small,small,small,small,NA,494,566,618,NA,601,620,622,free,free,free,free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,level1,level1,level1,2,3,13,8,cauc,cauc,cauc,cauc,37,37,37,37,73,73,73,73
female,cauc,1980 Q3,small,NA,NA,NA,480,NA,NA,NA,506,NA,NA,NA,non-free,NA,NA,NA,urban,NA,NA,NA,bachelor,NA,NA,NA,apprentice,NA,NA,NA,1,NA,NA,NA,cauc,NA,NA,NA,27,NA,NA,NA,60,NA,NA,NA
male,cauc,NA,NA,regular+aide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-free,NA,NA,NA,rural,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,31,NA,NA,NA,cauc,NA,NA,NA,36,NA,NA,NA,71,NA,NA
female,cauc,1980 Q3,small,small,NA,NA,437,558,NA,NA,494,545,NA,NA,non-free,free,NA,NA,urban,urban,NA,NA,master,master,NA,NA,level1,level1,NA,NA,13,13,NA,NA,cauc,cauc,NA,NA,13,13,NA,NA,37,37,NA,NA
female,cauc,1979 Q4,NA,NA,regular+aide,regular,NA,NA,NA,595,NA,NA,NA,655,NA,NA,non-free,non-free,NA,NA,rural,rural,NA,NA,master,bachelor,NA,NA,level1,level1,NA,NA,26,7,NA,NA,cauc,cauc,NA,NA,35,35,NA,NA,70,69
female,cauc,1979 Q4,NA,small,NA,NA,NA,507,NA,NA,NA,474,NA,NA,NA,free,NA,NA,NA,urban,NA,NA,NA,master,NA,NA,NA,level1,NA,NA,NA,14,NA,NA,NA,cauc,NA,NA,NA,20,NA,NA,NA,48,NA,NA
female,afam,1979 Q4,regular,regular+aide,NA,NA,NA,445,NA,NA,NA,468,NA,NA,free,free,NA,NA,inner-city,inner-city,NA,NA,bachelor,bachelor,NA,NA,NA,level1,NA,NA,9,27,NA,NA,afam,afam,NA,NA,11,11,NA,NA,28,22,NA,NA
male,cauc,1979 Q2,NA,regular,regular,regular,NA,553,562,644,NA,562,574,672,NA,non-free,non-free,non-free,NA,suburban,suburban,suburban,NA,master,bachelor,master,NA,level1,level1,level2,NA,5,23,9,NA,cauc,cauc,cauc,NA,12,12,12,NA,36,36,36
female,cauc,1980 Q1,regular+aide,regular,regular,regular+aide,450,NA,NA,NA,547,535,NA,606,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,master,specialist,level1,probation,level3,level2,14,0,18,16,cauc,cauc,cauc,cauc,35,35,35,35,70,70,70,70
female,cauc,1980 Q2,regular+aide,NA,NA,NA,497,NA,NA,NA,500,NA,NA,NA,non-free,NA,NA,NA,urban,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,11,NA,NA,NA,cauc,NA,NA,NA,6,NA,NA,NA,9,NA,NA,NA
male,afam,1980 Q2,NA,regular,NA,NA,NA,475,NA,NA,NA,488,NA,NA,NA,non-free,NA,NA,NA,suburban,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,11,NA,NA,NA,cauc,NA,NA,NA,11,NA,NA,NA,20,NA,NA
female,afam,1980 Q2,regular+aide,regular+aide,regular+aide,NA,545,530,596,NA,626,535,561,NA,free,free,free,NA,inner-city,inner-city,inner-city,NA,master,bachelor,master,NA,apprentice,level1,level1,NA,24,35,32,NA,cauc,afam,afam,NA,11,11,11,NA,30,30,30,NA
male,cauc,1978 Q4,NA,NA,regular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,free,NA,NA,NA,inner-city,NA,NA,NA,master,NA,NA,NA,level1,NA,NA,NA,13,NA,NA,NA,cauc,NA,NA,NA,22,NA,NA,NA,53,NA
male,cauc,1979 Q3,NA,NA,NA,small,NA,NA,NA,531,NA,NA,NA,506,NA,NA,NA,free,NA,NA,NA,rural,NA,NA,NA,master,NA,NA,NA,level1,NA,NA,NA,3,NA,NA,NA,cauc,NA,NA,NA,15,NA,NA,NA,39
male,cauc,1980 Q2,NA,NA,NA,regular+aide,NA,NA,NA,616,NA,NA,NA,597,NA,NA,NA,non-free,NA,NA,NA,rural,NA,NA,NA,master,NA,NA,NA,level2,NA,NA,NA,13,NA,NA,NA,cauc,NA,NA,NA,3,NA,NA,NA,3
female,cauc,1980 Q1,small,small,small,small,474,629,669,702,547,601,611,631,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,bachelor,bachelor,master,level1,apprentice,apprentice,level1,14,13,2,6,cauc,cauc,cauc,cauc,22,22,22,22,52,52,52,52
male,afam,1978 Q3,NA,NA,NA,regular,NA,NA,NA,517,NA,NA,NA,544,NA,NA,NA,free,NA,NA,NA,inner-city,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,5,NA,NA,NA,cauc,NA,NA,NA,11,NA,NA,NA,19
male,cauc,1980 Q1,regular+aide,regular,regular,regular,447,527,586,639,478,557,603,629,non-free,non-free,NA,non-free,urban,urban,urban,urban,NA,bachelor,bachelor,bachelor,NA,level1,level1,probation,NA,17,28,1,NA,cauc,cauc,cauc,20,20,20,20,48,48,48,48
female,afam,1980 Q1,NA,NA,NA,regular+aide,NA,NA,NA,631,NA,NA,NA,603,NA,NA,NA,non-free,NA,NA,NA,suburban,NA,NA,NA,master,NA,NA,NA,level2,NA,NA,NA,28,NA,NA,NA,cauc,NA,NA,NA,11,NA,NA,NA,20
male,cauc,1980 Q4,NA,NA,NA,regular,NA,NA,NA,654,NA,NA,NA,684,NA,NA,NA,non-free,NA,NA,NA,suburban,NA,NA,NA,master,NA,NA,NA,level1,NA,NA,NA,24,NA,NA,NA,cauc,NA,NA,NA,18,NA,NA,NA,46
female,cauc,1980 Q3,regular,regular,regular,regular,410,527,643,650,459,549,579,642,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,master,master,bachelor,master,level1,level1,apprentice,probation,22,10,4,4,cauc,cauc,cauc,cauc,28,28,28,28,61,61,61,61
female,afam,1980 Q2,regular,NA,NA,NA,490,NA,NA,NA,602,NA,NA,NA,free,NA,NA,NA,suburban,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,20,NA,NA,NA,afam,NA,NA,NA,11,NA,NA,NA,23,NA,NA,NA
female,cauc,1978 Q4,NA,NA,regular,NA,NA,NA,631,NA,NA,NA,584,NA,NA,NA,free,NA,NA,NA,rural,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,15,NA,NA,NA,cauc,NA,NA,NA,24,NA,NA,NA,56,NA
female,cauc,1979 Q2,NA,NA,regular,small,NA,NA,573,578,NA,NA,552,555,NA,NA,free,free,NA,NA,rural,rural,NA,NA,master,master,NA,NA,level1,level1,NA,NA,11,4,NA,NA,cauc,cauc,NA,NA,21,21,NA,NA,49,49
female,afam,1979 Q1,NA,NA,small,small,NA,NA,526,631,NA,NA,572,608,NA,NA,free,free,NA,NA,inner-city,inner-city,NA,NA,bachelor,master,NA,NA,level1,level2,NA,NA,14,33,NA,NA,afam,afam,NA,NA,11,11,NA,NA,22,22
male,cauc,1979 Q4,regular,regular,regular,NA,431,544,582,NA,559,653,577,NA,free,free,free,NA,rural,rural,rural,NA,bachelor,master,bachelor,NA,probation,level1,level1,NA,0,13,15,NA,cauc,cauc,cauc,NA,5,5,5,NA,7,7,7,NA
male,cauc,1979 Q3,regular+aide,NA,NA,NA,447,NA,NA,NA,473,NA,NA,NA,free,NA,NA,NA,inner-city,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,9,NA,NA,NA,cauc,NA,NA,NA,22,NA,NA,NA,53,NA,NA,NA
male,afam,1979 Q2,NA,NA,regular+aide,NA,NA,NA,599,NA,NA,NA,565,NA,NA,NA,non-free,NA,NA,NA,rural,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,23,NA,NA,NA,cauc,NA,NA,NA,24,NA,NA,NA,56,NA
male,cauc,1980 Q3,small,NA,small,small,NA,NA,NA,NA,NA,NA,NA,NA,free,NA,free,free,rural,NA,rural,rural,bachelor,NA,bachelor,bachelor,level1,NA,apprentice,apprentice,6,NA,5,3,cauc,NA,afam,cauc,34,NA,34,34,68,NA,68,68
male,cauc,1980 Q3,small,NA,NA,NA,450,NA,NA,NA,513,NA,NA,NA,non-free,NA,NA,NA,suburban,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,5,NA,NA,NA,cauc,NA,NA,NA,25,NA,NA,NA,58,NA,NA,NA
female,cauc,1980 Q2,regular,regular,regular,small,485,604,637,702,520,578,674,672,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,master+,master,bachelor,bachelor,level1,level1,level1,level1,13,13,17,15,cauc,cauc,cauc,cauc,22,22,22,22,51,51,51,51
female,cauc,1980 Q3,NA,NA,NA,regular,NA,NA,NA,573,NA,NA,NA,606,NA,NA,NA,free,NA,NA,NA,rural,NA,NA,NA,bachelor,NA,NA,NA,probation,NA,NA,NA,3,NA,NA,NA,cauc,NA,NA,NA,16,NA,NA,NA,40
male,cauc,1980 Q2,NA,regular+aide,regular+aide,regular+aide,NA,524,611,612,NA,592,626,634,NA,non-free,non-free,non-free,NA,rural,rural,rural,NA,bachelor,bachelor,bachelor,NA,probation,level1,probation,NA,0,16,1,NA,cauc,cauc,cauc,NA,40,40,40,NA,77,77,77
female,cauc,1979 Q4,NA,regular,regular,regular,NA,536,622,624,NA,572,577,622,NA,free,free,non-free,NA,rural,rural,rural,NA,master,bachelor,bachelor,NA,level1,level1,level1,NA,13,6,8,NA,cauc,cauc,cauc,NA,40,40,40,NA,77,77,77
male,afam,1979 Q4,NA,NA,NA,regular+aide,NA,NA,NA,618,NA,NA,NA,603,NA,NA,NA,non-free,NA,NA,NA,suburban,NA,NA,NA,bachelor,NA,NA,NA,level3,NA,NA,NA,12,NA,NA,NA,cauc,NA,NA,NA,18,NA,NA,NA,46
female,cauc,1980 Q2,NA,NA,regular,regular,NA,NA,650,641,NA,NA,568,608,NA,NA,non-free,non-free,NA,NA,suburban,suburban,NA,NA,bachelor,bachelor,NA,NA,level1,apprentice,NA,NA,10,4,NA,NA,afam,cauc,NA,NA,11,11,NA,NA,21,21
female,afam,1980 Q3,regular,NA,NA,NA,411,NA,NA,NA,405,NA,NA,NA,free,NA,NA,NA,inner-city,NA,NA,NA,master,NA,NA,NA,level1,NA,NA,NA,7,NA,NA,NA,cauc,NA,NA,NA,11,NA,NA,NA,28,NA,NA,NA
male,afam,1980 Q2,regular+aide,regular,NA,NA,NA,471,NA,NA,NA,495,NA,NA,free,free,NA,NA,suburban,suburban,NA,NA,master,master,NA,NA,level1,level1,NA,NA,15,23,NA,NA,afam,cauc,NA,NA,11,11,NA,NA,21,21,NA,NA
female,afam,1980 Q4,regular+aide,regular+aide,regular+aide,regular+aide,410,451,514,NA,423,526,557,NA,non-free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,master,master,bachelor,level1,level2,level1,level1,6,33,5,26,cauc,afam,cauc,afam,11,11,11,11,16,16,16,16
male,cauc,1979 Q4,small,small,small,small,527,651,659,665,547,592,632,659,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,master,bachelor,bachelor,master,level1,level1,level1,level3,15,9,8,17,cauc,cauc,cauc,cauc,22,22,22,22,51,51,51,51
female,afam,1980 Q3,NA,small,NA,NA,NA,501,NA,NA,NA,520,NA,NA,NA,free,NA,NA,NA,suburban,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,4,NA,NA,NA,cauc,NA,NA,NA,11,NA,NA,NA,21,NA,NA
male,cauc,1980 Q3,regular,NA,NA,NA,447,NA,NA,NA,494,NA,NA,NA,non-free,NA,NA,NA,suburban,NA,NA,NA,master,NA,NA,NA,level1,NA,NA,NA,12,NA,NA,NA,cauc,NA,NA,NA,22,NA,NA,NA,52,NA,NA,NA
female,afam,1979 Q1,NA,NA,NA,regular,NA,NA,NA,602,NA,NA,NA,678,NA,NA,NA,free,NA,NA,NA,inner-city,NA,NA,NA,master,NA,NA,NA,level1,NA,NA,NA,26,NA,NA,NA,afam,NA,NA,NA,11,NA,NA,NA,16
male,cauc,1979 Q2,NA,regular,NA,NA,NA,507,NA,NA,NA,523,NA,NA,NA,non-free,NA,NA,NA,rural,NA,NA,NA,master,NA,NA,NA,level1,NA,NA,NA,9,NA,NA,NA,cauc,NA,NA,NA,6,NA,NA,NA,8,NA,NA
female,afam,1980 Q2,regular,regular+aide,small,NA,451,544,631,NA,528,557,626,NA,free,free,free,NA,inner-city,inner-city,inner-city,NA,bachelor,master,bachelor,NA,level1,level3,notladder,NA,11,24,2,NA,cauc,afam,afam,NA,11,11,11,NA,22,22,22,NA
male,cauc,1980 Q1,small,small,small,small,428,540,582,622,459,549,572,616,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,master,bachelor,bachelor,level1,level1,level1,apprentice,22,14,6,2,cauc,cauc,cauc,cauc,40,40,40,40,76,77,77,77
male,cauc,1980 Q3,small,NA,NA,NA,398,NA,NA,NA,434,NA,NA,NA,free,NA,NA,NA,rural,NA,NA,NA,master,NA,NA,NA,level1,NA,NA,NA,5,NA,NA,NA,cauc,NA,NA,NA,12,NA,NA,NA,35,NA,NA,NA
female,cauc,1980 Q3,regular,regular,regular,regular,433,558,582,612,473,567,561,597,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,master,bachelor,bachelor,level1,level1,level1,level1,2,13,20,28,cauc,cauc,cauc,cauc,40,40,40,40,76,77,77,77
male,cauc,1980 Q1,NA,regular,regular,regular+aide,NA,495,555,552,NA,535,584,573,NA,non-free,non-free,non-free,NA,suburban,suburban,suburban,NA,master,bachelor,master,NA,level1,level1,level2,NA,13,17,15,NA,cauc,cauc,cauc,NA,22,22,22,NA,51,51,51
male,cauc,1980 Q3,regular,NA,NA,NA,388,NA,NA,NA,392,NA,NA,NA,free,NA,NA,NA,rural,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,8,NA,NA,NA,cauc,NA,NA,NA,4,NA,NA,NA,5,NA,NA,NA
male,afam,1980 Q3,small,small,small,NA,418,519,503,NA,439,523,510,NA,free,non-free,non-free,NA,suburban,suburban,suburban,NA,bachelor,bachelor,bachelor,NA,level1,apprentice,level1,NA,21,3,4,NA,cauc,cauc,cauc,NA,11,11,11,NA,20,20,20,NA
male,afam,1979 Q3,NA,regular,regular+aide,NA,NA,451,527,NA,NA,449,502,NA,NA,free,free,NA,NA,inner-city,inner-city,NA,NA,master,bachelor,NA,NA,level1,level1,NA,NA,25,16,NA,NA,cauc,afam,NA,NA,11,11,NA,NA,27,27,NA
female,cauc,1979 Q4,regular,regular,NA,NA,428,483,NA,NA,500,526,NA,NA,free,free,NA,NA,rural,rural,NA,NA,bachelor,bachelor,NA,NA,probation,level3,NA,NA,0,7,NA,NA,cauc,cauc,NA,NA,5,5,NA,NA,7,7,NA,NA
male,cauc,1979 Q2,NA,small,regular,regular,NA,NA,NA,NA,NA,NA,NA,NA,NA,free,free,free,NA,rural,rural,rural,NA,NA,master,master,NA,NA,level3,level1,NA,NA,18,14,NA,NA,cauc,cauc,NA,35,35,35,NA,70,70,70
female,afam,1980 Q2,regular+aide,regular+aide,NA,NA,425,487,NA,NA,449,526,NA,NA,free,free,NA,NA,inner-city,inner-city,NA,NA,bachelor,bachelor,NA,NA,apprentice,probation,NA,NA,1,17,NA,NA,afam,afam,NA,NA,11,11,NA,NA,14,14,NA,NA
female,cauc,1979 Q4,NA,NA,NA,regular,NA,NA,NA,606,NA,NA,NA,580,NA,NA,NA,free,NA,NA,NA,rural,NA,NA,NA,master,NA,NA,NA,level1,NA,NA,NA,8,NA,NA,NA,cauc,NA,NA,NA,21,NA,NA,NA,50
male,cauc,1978 Q3,NA,regular,regular+aide,regular+aide,NA,441,511,NA,NA,477,548,NA,NA,free,free,free,NA,rural,rural,rural,NA,bachelor,bachelor,bachelor,NA,notladder,notladder,probation,NA,12,5,3,NA,cauc,cauc,cauc,NA,3,3,3,NA,3,3,3
male,cauc,1978 Q1,NA,NA,small,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,free,NA,NA,NA,rural,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,7,NA,NA,NA,cauc,NA,NA,NA,35,NA,NA,NA,69,NA
female,cauc,1980 Q3,regular,regular+aide,NA,NA,397,503,NA,NA,418,493,NA,NA,non-free,NA,NA,NA,rural,rural,NA,NA,master,bachelor,NA,NA,level1,level1,NA,NA,13,6,NA,NA,cauc,cauc,NA,NA,24,24,NA,NA,56,56,NA,NA
male,cauc,1979 Q4,NA,NA,NA,regular,NA,NA,NA,618,NA,NA,NA,667,NA,NA,NA,non-free,NA,NA,NA,rural,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,9,NA,NA,NA,cauc,NA,NA,NA,30,NA,NA,NA,63
male,cauc,1980 Q1,NA,NA,regular+aide,regular+aide,NA,NA,604,NA,NA,NA,615,NA,NA,NA,non-free,NA,NA,NA,rural,rural,NA,NA,master,master,NA,NA,level1,level2,NA,NA,15,15,NA,NA,cauc,cauc,NA,NA,40,40,NA,NA,77,77
male,cauc,1980 Q2,small,small,small,small,468,651,659,665,478,601,603,667,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,master,bachelor,bachelor,level1,level3,level1,level1,15,13,11,4,cauc,cauc,cauc,cauc,31,31,31,31,65,65,65,65
male,cauc,1980 Q3,NA,NA,NA,regular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,free,NA,NA,NA,suburban,NA,NA,NA,master,NA,NA,NA,level1,NA,NA,NA,19,NA,NA,NA,cauc,NA,NA,NA,18,NA,NA,NA,43
male,cauc,1980 Q2,regular+aide,regular,regular,small,453,497,577,622,506,538,577,648,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,master,bachelor,bachelor,NA,level1,level1,probation,2,18,7,8,cauc,cauc,afam,cauc,11,11,11,11,25,25,25,25
male,cauc,1979 Q3,NA,regular+aide,NA,NA,NA,NA,NA,NA,NA,472,NA,NA,NA,NA,NA,NA,NA,rural,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,28,NA,NA,NA,cauc,NA,NA,NA,31,NA,NA,NA,64,NA,NA
female,afam,1980 Q1,NA,NA,NA,small,NA,NA,NA,622,NA,NA,NA,618,NA,NA,NA,free,NA,NA,NA,inner-city,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,8,NA,NA,NA,cauc,NA,NA,NA,11,NA,NA,NA,32
female,cauc,1980 Q3,regular+aide,regular,regular,regular,421,553,564,588,449,515,582,624,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,bachelor,master,level1,apprentice,probation,level1,13,2,2,13,cauc,cauc,cauc,cauc,42,42,42,42,80,80,80,80
female,afam,1979 Q3,NA,NA,regular,NA,NA,NA,521,NA,NA,NA,477,NA,NA,NA,free,NA,NA,NA,suburban,NA,NA,NA,master,NA,NA,NA,level1,NA,NA,NA,13,NA,NA,NA,cauc,NA,NA,NA,11,NA,NA,NA,23,NA
male,cauc,1979 Q3,regular,regular,regular,NA,465,604,643,NA,559,653,603,NA,non-free,non-free,non-free,NA,suburban,suburban,suburban,NA,master+,bachelor,master,NA,level1,level1,level1,NA,13,7,31,NA,cauc,cauc,cauc,NA,22,22,22,NA,51,51,51,NA
male,cauc,1980 Q2,regular,small,small,small,427,571,611,650,520,557,611,672,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,master,master,master,level1,level1,level1,level2,13,11,14,10,cauc,cauc,cauc,cauc,23,23,23,23,55,55,55,55
male,cauc,1979 Q3,small,small,small,small,450,571,586,NA,494,562,577,NA,free,non-free,free,NA,rural,rural,rural,rural,specialist,bachelor,bachelor,master,level1,level1,level1,level3,10,21,10,17,cauc,cauc,cauc,cauc,3,3,3,3,3,3,3,3
male,cauc,1979 Q4,small,small,NA,NA,447,590,NA,NA,528,592,NA,NA,non-free,non-free,NA,NA,urban,urban,NA,NA,master,master,NA,NA,level1,level1,NA,NA,13,15,NA,NA,cauc,cauc,NA,NA,13,13,NA,NA,37,37,NA,NA
female,afam,1979 Q1,NA,NA,regular+aide,NA,NA,NA,593,NA,NA,NA,550,NA,NA,NA,free,NA,NA,NA,inner-city,NA,NA,NA,bachelor,NA,NA,NA,notladder,NA,NA,NA,NA,NA,NA,NA,afam,NA,NA,NA,11,NA,NA,NA,19,NA
male,afam,1979 Q4,small,small,small,small,440,488,530,587,484,468,512,555,free,free,NA,free,urban,urban,urban,urban,bachelor,master,bachelor,bachelor,level1,level1,level1,level1,21,14,28,13,cauc,cauc,cauc,cauc,20,20,20,20,48,48,48,48
female,cauc,1980 Q3,regular+aide,regular,regular,regular,382,477,515,572,418,500,540,596,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,master,bachelor,bachelor,level1,level1,level1,probation,8,11,19,3,cauc,cauc,cauc,cauc,24,24,24,24,57,57,57,57
male,cauc,1979 Q2,NA,regular+aide,regular+aide,regular+aide,NA,483,559,573,NA,526,590,593,NA,non-free,NA,non-free,NA,urban,urban,urban,NA,bachelor,bachelor,bachelor,NA,notladder,level1,notladder,NA,0,12,31,NA,cauc,cauc,cauc,NA,20,20,20,NA,48,48,48
female,cauc,1980 Q3,regular+aide,NA,NA,NA,414,NA,NA,NA,405,NA,NA,NA,free,NA,NA,NA,suburban,NA,NA,NA,master,NA,NA,NA,level1,NA,NA,NA,8,NA,NA,NA,cauc,NA,NA,NA,28,NA,NA,NA,61,NA,NA,NA
female,cauc,1980 Q2,regular+aide,NA,NA,NA,451,NA,NA,NA,506,NA,NA,NA,non-free,NA,NA,NA,urban,NA,NA,NA,bachelor,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,cauc,NA,NA,NA,13,NA,NA,NA,37,NA,NA,NA
male,afam,1980 Q3,NA,regular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,free,NA,NA,NA,inner-city,NA,NA,NA,master,NA,NA,NA,probation,NA,NA,NA,5,NA,NA,NA,cauc,NA,NA,NA,11,NA,NA,NA,29,NA,NA
female,cauc,1979 Q2,NA,regular,regular,regular,NA,497,560,583,NA,502,565,573,NA,free,non-free,non-free,NA,urban,urban,urban,NA,bachelor,master,master,NA,level1,level1,level1,NA,5,8,15,NA,cauc,cauc,cauc,NA,2,2,2,NA,2,2,2
male,cauc,1980 Q3,regular+aide,regular+aide,regular+aide,regular+aide,445,494,577,624,454,526,565,596,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,bachelor,specialist,master,level1,level1,level1,level2,5,4,9,15,afam,cauc,cauc,cauc,22,22,22,22,51,51,51,51
female,afam,1980 Q3,NA,NA,small,NA,NA,NA,511,NA,NA,NA,556,NA,NA,NA,free,NA,NA,NA,suburban,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,4,NA,NA,NA,cauc,NA,NA,NA,11,NA,NA,NA,25,NA
male,cauc,1980 Q3,NA,regular+aide,regular+aide,NA,NA,651,709,NA,NA,578,648,NA,NA,NA,non-free,NA,NA,urban,urban,NA,NA,master,bachelor,NA,NA,level1,notladder,NA,NA,8,17,NA,NA,cauc,cauc,NA,NA,6,6,NA,NA,9,9,NA
female,cauc,1979 Q4,NA,small,small,NA,NA,558,614,NA,NA,545,596,NA,NA,non-free,non-free,NA,NA,rural,rural,NA,NA,master,master,NA,NA,level1,level1,NA,NA,10,18,NA,NA,cauc,afam,NA,NA,24,24,NA,NA,57,57,NA
female,cauc,1980 Q1,NA,regular+aide,NA,NA,NA,544,NA,NA,NA,523,NA,NA,NA,free,NA,NA,NA,rural,NA,NA,NA,master,NA,NA,NA,level1,NA,NA,NA,11,NA,NA,NA,cauc,NA,NA,NA,37,NA,NA,NA,73,NA,NA
female,cauc,1980 Q3,NA,regular+aide,NA,NA,NA,447,NA,NA,NA,474,NA,NA,NA,non-free,NA,NA,NA,suburban,NA,NA,NA,master,NA,NA,NA,level1,NA,NA,NA,9,NA,NA,NA,afam,NA,NA,NA,11,NA,NA,NA,25,NA,NA
female,cauc,1980 Q3,NA,regular,regular,regular,NA,558,604,661,NA,562,615,651,NA,non-free,non-free,non-free,NA,rural,rural,rural,NA,bachelor,bachelor,master,NA,probation,apprentice,level1,NA,0,1,5,NA,cauc,cauc,cauc,NA,32,32,32,NA,66,66,66
male,cauc,1980 Q3,small,small,NA,NA,405,436,NA,NA,384,465,NA,NA,non-free,non-free,NA,NA,rural,rural,NA,NA,bachelor,bachelor,NA,NA,level1,level1,NA,NA,21,21,NA,NA,cauc,cauc,NA,NA,24,24,NA,NA,56,56,NA,NA
female,cauc,1980 Q2,regular,regular+aide,NA,NA,436,NA,NA,NA,513,NA,NA,NA,non-free,free,NA,NA,rural,rural,NA,NA,bachelor,bachelor,NA,NA,level1,level1,NA,NA,10,13,NA,NA,cauc,cauc,NA,NA,35,35,NA,NA,70,70,NA,NA
female,afam,1979 Q4,regular+aide,regular,small,small,447,483,569,580,473,493,563,601,free,free,free,free,suburban,suburban,suburban,suburban,bachelor,master,master,bachelor,NA,level1,level1,probation,2,18,11,8,cauc,cauc,cauc,cauc,11,11,11,11,25,25,25,25
male,cauc,1980 Q2,regular+aide,NA,NA,NA,453,NA,NA,NA,528,NA,NA,NA,non-free,NA,NA,NA,suburban,NA,NA,NA,master,NA,NA,NA,level1,NA,NA,NA,15,NA,NA,NA,afam,NA,NA,NA,11,NA,NA,NA,21,NA,NA,NA
male,cauc,1980 Q1,NA,regular+aide,regular+aide,regular+aide,NA,590,622,665,NA,557,659,691,NA,non-free,non-free,non-free,NA,suburban,suburban,suburban,NA,bachelor,master,master,NA,probation,notladder,level1,NA,3,15,21,NA,cauc,cauc,cauc,NA,17,17,17,NA,41,41,41
